player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,year,pid,Rec,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,ht
Justin Wright-Foreman,Hofstra,CAA,31,70.3,118.3,27.1,56.7,59.75,2.6,11.8,13.7,10.9,0.11064001025644302,0.14485857012956974,0.764,0.15398351942907018,0.26690476701038834,0.577,0.07414021305844119,0.20074888458901002,0.369,0.2,1.6,31,So,4.00246,127.941,2.6,2017,43169,NA,1.1555966,0.08326516235794165,0.1300305275178815,0.07071835707112853,0.13801485815494438,0.6404,0.5124,0.010265567961938012,0.011406186624375569,0.9,112.464,112.862,0.001789277089579171,143.343,1.84857,4.76826,-2.9197,5.8354799999999996,28.2812,6.84761,-1.01213,0.6562,2.9062,3.5625,1.625,0.75,0.0625,18.125,Wing G,73
Justin Patton,Creighton,BE,34,63.8,117.1,21.1,69.2,67.45,7.7,18.9,8.6,17.7,0.05001664507420958,0.09654375677114872,0.518,0.216351069390767,0.3163843595391862,0.684,0.00930542233938783,0.0162844890939287,0.571,5.9,1.9,29,Fr,3.23666,123.512,4.4,2017,43360,83.2,0.68331093,0.18610844678775657,0.22798284731500182,0.03140580039543392,0.08956469001660786,0.8163,0.3506,0.07793291209237306,0.07909608988479655,0.9853,95.9166,90.3415,0.003972031157345619,203.996,8.69774,3.01927,5.67848,7.59594,25.2857,3.72398,3.87195,1.6857,4.5429,6.2286,1.1714,0.8571,1.4286,12.9429,PF/C,84
Jerome Robinson,Boston College,ACC,32,85.1,97,29.7,47.6,51.39,1.9,11.2,21.4,17.2,0.10743817438115612,0.14876054914313924,0.722,0.1450874491642963,0.3122134982016503,0.465,0.049586849714379745,0.14876054914313924,0.333,1.2,2.8,32.3,So,2.9253,111.706,3.3,2017,43548,38.6,1.06932389,0.08448129951338772,0.14325089917487482,0.061524424645619316,0.16988087402148616,0.5897,0.3622,0.01193757493123957,0.01652894990479325,0.7222,106.949,100.16,0.003120133142528033,211.384,1.72843,1.26485,0.463577,1.7204,34.0312,1.18316,0.537238,0.5625,3.25,3.8125,3.375,1.7188,0.375,18.5938,Combo G,77
Brandon Clarke,San Jose St.,MWC,28,82.1,114.5,25.1,58.5,58.72,10.1,22.2,17.2,11.8,0.08396775638154949,0.14666368114643977,0.573,0.23063143752798926,0.39408866995073893,0.585,0.0011195700850873266,0.0033587102552619795,0.333,8.2,2,36.9,So,4.14622,123.304,3.2,2017,43790,NA,1.30186218,0.15785938199731303,0.22503358710255264,0.07277205553067623,0.16905508284818632,0.7015,0.4305,0.04478280340349306,0.04814151365875504,0.9302,98.7062,97.635,0.0039946932377966865,215.893,8.73787,3.48929,5.24857,7.71691,31.9,5.35221,2.3647,2.9667,5.7333,8.7,2.3,1.1667,2.5,17.2667,PF/C,80
Isaiah Roby,Nebraska,B10,29,35.5,83.2,16.1,39.9,43.95,8.6,13.3,9.2,29.6,0.03621829399611604,0.04753651086990231,0.762,0.07017294461747484,0.1584550362330077,0.443,0.0067909301242717575,0.0430092241203878,0.158,5.8,2.1,23.6,Fr,-0.219046,82.6328,5,2017,44213,73.6,0.61108328,0.056591084368931316,0.09733666511456186,0.013581860248543515,0.06111837111844582,0.5814,0.2222,0.01584550362330077,0.01810914699805802,0.875,102.826,96.092,0.0037863962729564565,87.0826,1.75337,-2.84987,4.6032400000000004,-0.663242,15.2333,-2.9841,2.32086,1.2,1.7333,2.9333,0.7333,0.5333,0.8333,3.1333,PF/C,80
Miye Oni,Yale,Ivy,28,78.8,106.5,21.2,54.1,57.3,3.4,18.9,16.3,20.2,0.06630396113581886,0.0845947090353551,0.784,0.0697334763669819,0.14632598319628992,0.477,0.06859030462326089,0.17261893330187325,0.397,3.8,1.2,26.5,Fr,2.25729,107.56,3.8,2017,44509,NA,1.19693319,0.034295152311630446,0.05830175892977176,0.03543832405535146,0.08802422426651815,0.5882,0.4026,0.012574889180931165,0.014861232668373194,0.8462,101.628,102.395,0.0033200679684191946,173.846,2.18918,1.12869,1.06049,2.09447,31.2414,1.58985,0.504622,0.8966,5.4483,6.3448,2.7241,0.7241,1.1034,12.8621,Stretch 4,78
Ike Anigbogu,UCLA,P12,29,26.2,106.1,18.7,56.4,56.41,13.3,19.9,2.3,18.4,0.0610079575596817,0.11405835543766578,0.535,0.15119363395225463,0.26790450928381965,0.564,0,0,0,8.8,0.7,42.6,Fr,0.977968,108.613,7.6,2017,44630,91,0.25,0.10610079575596817,0.15384615384615385,0.04509283819628647,0.11405835543766578,0.6897,0.3953,0.0610079575596817,0.07427055702917772,0.8214,97.6021,92.456,0.00436472148541114,89.4142,1.24082,-1.10252,2.34333,-0.37105900000000003,13,-2.08023,1.70917,1.4138,2.6207,4.0345,0.2069,0.1724,1.2069,4.7241,C,82
TJ Leaf,UCLA,P12,35,72.8,128.2,21.5,65.2,65.96,9.1,19.7,13.2,12.4,0.06870219174304616,0.10114489339948463,0.679,0.19847299836880003,0.3082056657361654,0.644,0.025763321903642313,0.05534343223745385,0.466,3.5,1.1,27.8,Fr,4.93283,134.409,3.4,2017,44631,96.6,1.63465037,0.13645018637855003,0.17557226778778465,0.06297700909779232,0.13263339794838078,0.7772,0.4748,0.053435038022369236,0.053435038022369236,1,100.313,96.2975,0.003235615597878438,225.006,8.0756,5.8213800000000004,2.25422,7.57713,29.9429,6.05746,1.51967,2.2286,5.9714,8.2,2.4286,0.6286,1.1143,16.2571,PF/C,82
Lonzo Ball,UCLA,P12,36,87.6,129.4,20.1,66.8,67.26,3.2,14.3,31.4,18.9,0.052297873473377526,0.0776544181877424,0.673,0.08637073043330531,0.11806641132626139,0.732,0.06339136178591215,0.15372405233083697,0.412,2.1,2.8,28.6,Fr,5.63036,133.219,2.1,2017,44633,99.6,3.07867505,0.07448485009844678,0.09508704267886824,0.01188588033485853,0.022979368647393156,0.7833,0.5172,0.02931850482598437,0.031695680892956074,0.925,99.8459,95.9566,0.0031786013583501,275.837,11.0424,8.18346,2.85898,11.0267,35.0556,7.65462,3.37211,0.9167,5.0833,6,7.6111,1.8333,0.7778,14.5556,Scoring PG,78
Cassius Winston,Michigan St.,B10,35,51.5,106.1,23.5,49.7,54.82,1,8.6,46.7,26.5,0.07596690329206028,0.09668514964444036,0.786,0.06906082117460026,0.15331502300761257,0.45,0.03729284343428414,0.09806636606793237,0.38,0.7,2.1,38.5,Fr,2.12918,116.702,4,2017,44722,94,2.36363623,0.04558014197523617,0.08563541825650432,0.02348067919936409,0.06906082117460026,0.5323,0.34,0,0,NA,102.391,96.2868,0.003225167973182302,123.435,2.39813,2.4959,-0.0977691,3.35588,20.6857,2.20672,1.14917,0.1714,1.6571,1.8286,5.2,0.7429,0.1429,6.7429,Pure PG,72
Miles Bridges,Michigan St.,B10,28,63.7,106.6,25.5,56.3,58.01,5.7,23,14.5,16.9,0.07039102999283575,0.1027932501482681,0.685,0.1351954703037004,0.24580994600672804,0.55,0.06256980443807623,0.16089378284076744,0.389,4.9,1.2,25.3,Fr,3.8322600000000002,121.484,2.3,2017,44723,97.8,0.8787917,0.097206660466297,0.13966474204927729,0.03798880983740342,0.10502788602105652,0.696,0.3617,0.0424580815829803,0.045810035392162954,0.9268,95.9681,89.0446,0.004943372092347668,197.051,8.43413,3.64606,4.78807,9.50032,31.9643,6.17448,3.32584,1.4643,6.8214,8.2857,2.0714,0.6786,1.5357,16.8929,Stretch 4,79
Malachi Flynn,Washington St.,P12,30,82.6,93.8,18,50,52.03,0.9,8.9,16.8,20.7,0.03219736987734815,0.044271383581353706,0.727,0.04225904796401944,0.10665378771871574,0.396,0.056345397285359256,0.14690050006540092,0.384,0.1,1.2,17.5,Fr,0.744754,93.4316,2.3,2017,44865,41.6,1.39999036,0.020123356173342592,0.040246712346685184,0.022135691790676853,0.06640707537203056,0.5,0.3333,0,0,NA,113.397,108.072,0.0024056767987765,148.796,-0.985983,-0.103383,-0.8826,-2.00855,33.129,-0.907309,-1.10124,0.2581,2.6774,2.9355,2.9355,0.6774,0.0323,9.7419,Combo G,73
Lauri Markkanen,Arizona,P12,37,77,130.1,21.5,58.4,63.45,10,17.5,5.6,9.8,0.12017548076332657,0.14385969959989459,0.835,0.10175442166821812,0.1868421708218143,0.545,0.060526337026784914,0.1429825063096513,0.423,1.8,0.8,43.6,Fr,5.46917,138.089,2.6,2017,44973,93,0.8000185,0.05701756386581188,0.08771932902432597,0.044736857802406244,0.09912284179748834,0.65,0.4513,0.017543865804865194,0.02105263896583823,0.8333,99.0583,94.657,0.0032145800752912544,203.764,7.77584,6.9491,0.826736,8.5871,30.8108,7.74147,0.84563,2.3784,4.8108,7.1892,0.8649,0.4054,0.5135,15.5676,Stretch 4,84
Kevin Huerter,Maryland,B10,32,74.1,110.7,16.4,54.3,55.37,2.7,16,17.9,16.8,0.02124101929704121,0.029737427015857697,0.714,0.044606140523786544,0.09027433201242514,0.494,0.06797126175053188,0.17948661305999825,0.379,2.4,1.9,11,Fr,2.40856,110.356,2.4,2017,45160,87.2,1.91312133,0.028675376051005636,0.045668191488638606,0.01699281543763297,0.044606140523786544,0.6279,0.381,0.005310254824260303,0.005310254824260303,1,99.4954,95.2064,0.0036833839152806192,185.235,6.76639,3.79416,2.97223,6.91284,29.4242,4.21576,2.69708,0.6667,4.2727,4.9394,2.6667,0.9697,0.697,9.303,Wing G,79
Josh Jackson,Kansas,B12,35,74,108.2,27.3,55.2,55.95,8.7,17.4,18.2,18.4,0.09099358495226087,0.16063153261980745,0.566,0.17270211021551551,0.3147635234573105,0.549,0.03156920294262112,0.08356553720105589,0.378,3.5,3.1,40.3,Fr,4.09041,125.652,3.9,2017,45182,100,1.07216571,0.12163428192598136,0.176416134091118,0.051067828289534156,0.13834738936619254,0.6895,0.3691,0.0529248402273354,0.06220989991634161,0.8507,95.418,89.032,0.0039140054911843,249.205,9.08058,4.44679,4.63379,8.60621,30.7714,5.1048,3.50141,2.3143,5.0571,7.3714,2.9714,1.6857,1.0571,16.3429,Wing F,80
Ty Jerome,Virginia,ACC,34,34.3,109.6,18.4,60.5,62,0.3,14.5,21.2,22.9,0.0295982335774201,0.03805487174239727,0.778,0.048625669448618736,0.07822390302603884,0.622,0.061310626696084496,0.1543336465108334,0.397,0.6,2.1,16.4,Fr,1.24344,113.07,5,2017,45185,91.4,1.66659117,0.016913276329954343,0.027484074036175806,0.031712393118664396,0.05073982898986303,0.6154,0.625,0,0,NA,92.7871,86.2789,0.004290179390665393,81.4691,5.52276,2.46151,3.06125,5.52818,13.9118,1.09987,4.42831,0.0294,1.5882,1.6176,1.4706,0.4412,0.0588,4.3235,Combo G,77
Udoka Azubuike,Kansas,B12,11,9.8,90.4,22.1,62.9,56.38,10.6,26.2,2.4,26.6,0.07746473417976465,0.20422520829210683,0.379,0.1549294683595293,0.24647869966288755,0.629,0,0,0,12.7,0.8,82.9,Fr,0.352494,94.892,8.7,2017,45190,93.6,0.13332355,0.13380272267413895,0.19014071116851325,0.02112674568539036,0.06338023705617109,0.7037,0.3333,0.09154923130335824,0.09859147986515503,0.9286,91.2517,88.118,0.012730765682559379,37.6091,1.6546400000000001,-3.88862,5.54325,-0.602035,12.9091,-4.44965,3.84762,1.1818,3.1818,4.3636,0.1818,0.1818,1.6364,5,C,84
Malik Monk,Kentucky,SEC,38,79.9,115.7,25.1,54.3,58.59,1.1,7.2,13.3,13.3,0.12151079294987813,0.14778339683093286,0.822,0.12068977407859517,0.24302158589975625,0.497,0.08538596261342787,0.2151069442761356,0.397,1.5,1.6,32.3,Fr,4.79184,130.158,2.4,2017,45276,98,1.14475,0.059113358732373146,0.09113309471240859,0.061576415346222026,0.1535305289299136,0.6486,0.4011,0.019704452910791048,0.02298852839592289,0.8571,99.9136,94.1113,0.0031693873590023245,210.41,6.1421,5.18184,0.960259,7.92541,32.0526,6.14589,1.77952,0.3158,2.1842,2.5,2.2895,0.9474,0.5,19.8421,Combo G,75
"Dennis Smith, Jr.",North Carolina St.,ACC,32,86.4,109.5,28.2,52,56.31,2.7,11.5,34.2,19,0.12836624775583483,0.17953321364452424,0.715,0.12208258527827648,0.23967684021543986,0.509,0.04937163375224417,0.13734290843806105,0.359,1.2,3.1,47.6,Fr,4.72173,126.326,2.4,2017,45392,98.8,1.82405924,0.09245960502692999,0.144524236983842,0.0296229802513465,0.09605026929982047,0.6398,0.3084,0.019748653500897665,0.019748653500897665,1,107.928,102.69,0.0028237612208258525,219.89,6.39739,5.8068,0.590582,6.00404,34.8125,5.32612,0.677925,0.8125,3.75,4.5625,6.1562,1.9375,0.4375,18.125,Scoring PG,75
Jayson Tatum,Duke,ACC,29,65.3,108.9,25.4,50.7,56.61,4.9,19.7,12.4,17.7,0.12215337349832872,0.14389253318870926,0.849,0.1293997600617889,0.2567291239625892,0.504,0.04140792321977245,0.12111817541783441,0.342,3.2,2.3,38.1,Fr,4.29884,124.125,3.6,2017,45563,99.4,0.81577449,0.08178064835905059,0.1304349581422832,0.04761911170273832,0.12629416582030598,0.627,0.377,0.0186335654488976,0.021739159690380535,0.8571,96.6201,89.1819,0.004756486732332041,209.644,6.47515,3.17569,3.29946,6.71227,33.3103,4.14057,2.5717,1.3448,6,7.3448,2.1379,1.3448,1.1379,16.8276,Wing F,80
Josh Okogie,Georgia Tech,ACC,36,77.4,103.4,26.6,48.1,54.55,5.2,13.5,12.3,14.6,0.15943636273231768,0.21348258738734063,0.747,0.14682557697947898,0.31526964382096717,0.466,0.023420030683843275,0.06305392876419344,0.371,2.5,2.4,56.4,Fr,3.07508,115.543,3.4,2017,46259,63.8,0.79217721,0.0972832043790413,0.19366563834716555,0.04864160218952065,0.12070323506288458,0.5023,0.403,0.021618489862009177,0.025221571505677373,0.8571,96.3352,90.7576,0.0036961942810446913,221.734,3.51944,0.833887,2.68555,4.90635,30.8378,2.22646,2.67989,1.4865,3.9459,5.4324,1.6486,1.2973,0.7297,16.1081,Wing G,76
Bruce Brown,Miami FL,ACC,33,79.5,111.5,21.5,51.5,55.94,5.6,15.3,20.7,18.2,0.08547006111964071,0.11490974883862808,0.744,0.09591640192315236,0.1870844671174358,0.513,0.03133902241053493,0.09021839784850964,0.347,1.9,2.9,41.4,Fr,3.47905,118.473,3.1,2017,46262,94.6,1.58208156,0.08547006111964071,0.13675209779142514,0.010446340803511643,0.050332369326010644,0.625,0.2075,0.017094012223928142,0.02184234895279707,0.7826,96.8412,90.4539,0.004030910532504122,203.422,8.428,4.16616,4.26184,7.66906,31.9091,3.79755,3.87151,1.4545,4.1818,5.6364,3.2121,1.4848,0.5455,11.8485,Wing G,77
Dewan Huell,Miami FL,ACC,32,42,105,18.6,53.1,55.25,9.8,11.3,2.3,17.8,0.05924613068906482,0.09156220197400927,0.647,0.13824097160781793,0.2567332329859476,0.538,0,0.00359067458721605,0,5,1.4,35.2,Fr,1.23019,107.381,4.4,2017,46264,94.8,0.2,0.11669692408452162,0.1795337293608025,0.0215440475232963,0.0789948409187531,0.65,0.2727,0.05206478151463272,0.05565545610184877,0.9355,99.8234,93.3695,0.0038414652537601545,95.4728,1.94013,-0.52644,2.46657,1.44916,17.4062,-0.574731,2.02389,1.4062,1.6875,3.0938,0.1875,0.4062,0.7812,5.8438,C,83
Desmond Bane,TCU,B12,38,51.6,113.8,15.4,58.7,61.31,3.9,12.4,8.7,18.3,0.053348223415246566,0.06986076875806098,0.764,0.08637331410087538,0.14353212490292527,0.602,0.036835678072432154,0.09780507626128537,0.377,1.2,0.8,28.9,Fr,1.85107,112.762,3.6,2017,46595,NA,0.97439998,0.07113096455366208,0.10669644683049313,0.015242349547213305,0.03810587386803326,0.6667,0.4,0.007621174773606652,0.007621174773606652,1,105.802,99.3797,0.002690350906830884,120.246,2.65937,2.11453,0.544843,1.8546,20.7179,1.20975,0.644853,0.6923,2.2051,2.8974,0.9744,0.3077,0.2308,7.1026,Wing G,77
Alize Johnson,Missouri St.,MVC,32,74.8,112.6,26.7,54.7,57.67,12.8,29.7,14,17.4,0.11067585503821317,0.1634278980938101,0.677,0.1313629307462904,0.24824490849692674,0.529,0.041374151416154456,0.10550408611119386,0.392,0.7,1.2,46.2,Jr,3.8236,123.767,3.3,2017,46797,NA,0.82896226,0.05792381198261624,0.08378265661771277,0.07343911876367416,0.16446225187921396,0.6914,0.4465,0.004137415141615445,0.004137415141615445,1,101.79,101.965,0.0029260834235289835,186.333,3.62282,3.82231,-0.199497,4.48716,30.2121,5.39249,-0.905332,3.3333,7.303,10.6364,1.9091,0.6061,0.1818,14.7576,PF/C,81
Robert Williams,Texas A&M,SEC,31,64.6,110.7,23.4,56,56.9,13.6,21.1,12,17.1,0.073657955177761,0.12484399182671355,0.59,0.18851442765833745,0.3208490589946538,0.588,0.002496879836534271,0.02247191852880844,0.111,10.6,1.6,36.4,Fr,2.91863,119.486,2.8,2017,46873,88,0.81485734,0.13982527084591917,0.1897628675766046,0.04868915681241828,0.13108619141804922,0.7368,0.3714,0.073657955177761,0.08239703460563094,0.8939,94.8695,90.1189,0.004344720728359824,186.636,9.0547,2.34346,6.71124,8.30429,25.8387,4.76919,3.5351,3.0323,5.0968,8.129,1.4194,0.6774,2.4839,11.8387,C,81
Vincent Edwards,Purdue,B10,35,70.5,120,21.8,55.8,59.33,8.4,11.8,21.1,15.3,0.07321969569693866,0.08826483864836442,0.83,0.11334007690074067,0.21865607756072095,0.518,0.04714144791446736,0.11133405784055057,0.423,1.9,1.1,26.7,Jr,4.06265,128.475,2.6,2017,47002,76,1.9310845,0.07622872428722381,0.10531600065998027,0.037111352613516856,0.11434308643083572,0.7238,0.3246,0.011033104831045552,0.014042133421330703,0.7857,98.8377,93.5242,0.003473361822147353,179.312,8.3639,5.54963,2.81427,8.1197,28.4857,5.90708,2.21263,1.8857,3.0571,4.9429,3.2,0.5429,0.5429,12.5714,Wing F,80
Jalen Harris,Louisiana Tech,CUSA,25,45.1,102.9,23.2,48.8,53.09,3.9,10.2,13.5,16.1,0.07689316655671527,0.0891261703271018,0.863,0.1153397498350729,0.22893192770294774,0.504,0.04543687114714993,0.14679604524463824,0.31,1.3,2,23.7,Fr,1.38008,104.657,2.9,2017,47012,NA,1,0.07689316655671527,0.1223300377038652,0.038446583278357635,0.10660188999908253,0.6286,0.3607,0.013980575737584594,0.015728147704782668,0.8889,98.001,100.535,0.003864405891065102,100.676,-0.329961,0.12049,-0.450451,0.461054,22.8889,0.332663,0.128392,0.7407,2.3333,3.0741,1.5556,0.8148,0.2593,10.9259,Wing G,76
Justin Jackson,Maryland,B10,32,70,105.7,19.6,52.9,55.97,7.3,16.4,6.3,17.5,0.07406143957484244,0.10548144424295743,0.702,0.07855001167028744,0.17729859777007737,0.443,0.050496436073756215,0.11445858843384742,0.441,3,1.8,36.2,Fr,2.28961,110.486,3.2,2017,47108,83.8,0.57406504,0.05498500816920121,0.08752715586117744,0.023565003501086233,0.08864929888503868,0.6282,0.2658,0.0022442860477224985,0.003366429071583748,0.6667,99.1523,94.8781,0.0037150340233764833,177.504,4.20945,2.06726,2.14219,3.9805,27.8485,2.62768,1.35282,1.7576,4.2727,6.0303,0.9394,0.8788,0.7879,10.5152,Stretch 4,79
Jarrett Allen,Texas,B12,33,80.4,101.9,22.9,56.6,57.14,11,18.8,5.5,20.1,0.07917063108889308,0.1404336194314889,0.564,0.1687088448203793,0.29123482150557095,0.579,0,0.006597552590741089,0,5,1,47.2,Fr,2.77687,111.823,2.6,2017,47193,96.8,0.3095266,0.09236573627037525,0.13006603678889578,0.07634310855000404,0.1602262772037122,0.7101,0.4765,0.042412838083335576,0.04524036062222461,0.9375,99.0269,91.3054,0.003956646539418728,209.689,3.4387,-0.15881,3.59751,4.15017,32.1515,2.13467,2.01551,3.0303,5.3939,8.4242,0.7879,0.5758,1.5455,13.3939,C,83
Carsen Edwards,Purdue,B10,35,57.5,93.8,25.1,45.5,48.44,2.2,10.4,14.2,17.9,0.06756769207805666,0.09459476890927931,0.714,0.09705177589393592,0.23464416703470584,0.414,0.06019667112408684,0.1769045028952756,0.34,0.4,2.6,23,Fr,1.37004,104.092,3.3,2017,47325,76.6,0.9687192,0.06265367810874344,0.12407885272515858,0.034398097785192476,0.10933681081721895,0.505,0.3146,0.0012285034923283028,0.0012285034923283028,1,96.9139,91.7039,0.0036519231915046525,158.781,1.45553,-0.169561,1.62509,0.198135,23.2571,-1.28819,1.48633,0.4,2.2,2.6,1.7714,1.0571,0.0857,10.2857,Combo G,72
Elijah Hughes,East Carolina,Amer,25,38.8,97.8,21.7,42.2,47.66,2.4,9.5,14.6,12.8,0.10546875,0.154296875,0.684,0.06640625,0.15234375,0.436,0.046875,0.171875,0.273,2.2,1.6,47.6,Fr,1.04502,101.638,3.6,2017,47357,60.2,1.33333333,0.052734375,0.09375,0.013671875,0.05859375,0.5625,0.2333,0.005859375,0.005859375,1,100.841,97.8429,0.00435470703125,81.8259,-0.121822,-0.305028,0.183206,1.62325,20.48,-0.0565629,1.67982,0.44,1.88,2.32,1.28,0.56,0.44,7.76,Wing G,78
Payton Pritchard,Oregon,P12,38,71.1,111.7,15.8,50.2,53.19,2.6,10.7,20.5,18.7,0.04272450846846197,0.05851400072854574,0.73,0.04272450846846197,0.09195057257342902,0.465,0.04551088945553558,0.12910231906774378,0.353,0.3,2.4,26.5,Fr,2.21575,109.371,3.2,2017,47506,89.4,2.49996521,0.031578984520167545,0.05665641340383001,0.010216730285936558,0.03343657184488328,0.5574,0.3056,0,0,NA,98.363,93.7016,0.0032315053497586157,191.204,4.86129,3.35271,1.50857,3.55873,28.3333,0.972638,2.58609,0.5897,2.7692,3.359,3.5897,1.1538,0.0769,7.4359,Scoring PG,74
De'Aaron Fox,Kentucky,SEC,36,69.8,110.7,27.6,49.7,54.81,2.1,12.2,28.6,15.8,0.14661632087771295,0.19830797246921433,0.739,0.18515009751865033,0.35620247187598214,0.52,0.015977419582827695,0.06484952654206534,0.246,0.7,2.7,47.1,Fr,4.17697,127.661,3.4,2017,47561,99,1.89651191,0.1231201156088487,0.19078918678317777,0.062029981909801635,0.16541328509280437,0.6453,0.375,0.018796964215091406,0.019736812425845976,0.9524,96.0513,90.564,0.0036983778971760944,219.063,7.14293,4.40484,2.73808,7.17309,29.5556,3.96048,3.21261,0.5833,3.3889,3.9722,4.5833,1.4722,0.1944,16.6944,Scoring PG,75
Edrice Adebayo,Kentucky,SEC,38,75.1,118.4,19.2,59.9,62.36,11.2,17.2,4.7,15.5,0.13449772262167853,0.2061133931085463,0.653,0.1484715119849698,0.2471613993632144,0.601,0,8.733618352057046e-4,0,4.9,1.2,83.1,Fr,3.84685,123.847,3.5,2017,47569,98.4,0.5,0.12052393325838724,0.16157193951305535,0.02794757872658255,0.08646282168536476,0.7459,0.3232,0.08646282168536476,0.09170299269659898,0.9429,94.9632,89.4485,0.00359377914845125,246.428,7.65156,3.40022,4.25134,6.89197,30.1316,3.9336,2.95837,3.1053,4.8947,8,0.8421,0.6842,1.5,13,C,82
De'Anthony Melton,USC,P12,36,67.3,108,19.1,48.3,53.05,6,13.6,22.5,19.7,0.07921810699588477,0.11213991769547325,0.706,0.0823045267489712,0.16152263374485595,0.51,0.021604938271604937,0.07613168724279835,0.284,3.9,4.1,47.2,Fr,2.07288,109.135,3.3,2017,47673,73.4,1.95308808,0.06893004115226338,0.11008230452674897,0.013374485596707819,0.05246913580246913,0.6262,0.2549,0.018518518518518517,0.02263374485596708,0.8182,99.2402,94.7375,0.003284701646090535,219.037,7.1726,2.76649,4.40611,6.33269,27,2.28814,4.04456,1.3889,3.3333,4.7222,3.4722,1.9167,1.0278,8.3333,Combo G,76
Markelle Fultz,Washington,P12,25,71.6,113.6,31.7,53.5,55.8,4,14,35.5,15.6,0.12219730941704036,0.18834080717488788,0.649,0.17600896860986548,0.3508968609865471,0.502,0.05829596412556054,0.1412556053811659,0.413,3.1,2.4,38.3,Fr,5.73345,133.474,2.8,2017,47677,99.2,1.85,0.0795964125560538,0.1289237668161435,0.09641255605381166,0.2219730941704036,0.6174,0.4343,0.01569506726457399,0.016816143497757848,0.9333,109.389,104.932,0.0033148206278026905,172.067,7.58209,6.54689,1.0352,8.85802,35.68,7.68118,1.17684,1.32,4.4,5.72,5.92,1.56,1.2,23.16,Scoring PG,76
Sam Merrill,Utah St.,MWC,30,66.5,118.5,17.6,55.4,58.39,1.8,11.2,23.7,12.3,0.045756468820779536,0.052111533934776695,0.878,0.06863470323116931,0.1525215627359318,0.45,0.058466599048773854,0.129643328325542,0.451,0.7,2.1,18.5,Fr,2.78159,117.081,3.9,2017,47902,14.4,3.12899995,0.03940140370678238,0.06863470323116931,0.029233299524386927,0.08388685950476249,0.5741,0.3485,0,0,NA,103.952,103.008,0.003040250440406012,144.069,3.42254,3.45505,-0.0325017,3.74078,26.2258,2.31613,1.42466,0.3871,2.6774,3.0645,3.129,0.9677,0.1613,9.3548,Scoring PG,76
Justinian Jessup,Boise St.,MWC,31,59,100.7,16.7,49.5,52.43,1.8,11.1,10.6,17.6,0.04380936082827073,0.05613074356122187,0.78,0.03696414819885343,0.08351159407889107,0.443,0.06434499871652263,0.1861897835201506,0.346,1.4,2.3,20.8,Fr,0.890406,97.8153,3.2,2017,48123,NA,1.18416846,0.017797552836484983,0.042440318302387266,0.019166595362368442,0.04107127577650381,0.4194,0.4667,0.0013690425258834603,0.0027380850517669205,0.5,102.538,100.825,0.003129110978009755,131.669,2.67865,1.11599,1.56266,1.88392,23.5625,0.203981,1.67994,0.375,2.4062,2.7812,1.4062,0.9688,0.3125,7.4062,Wing G,78
Kyle Guy,Virginia,ACC,34,45.9,114.8,20.7,56.3,57.76,1,10.4,15.2,10.6,0.03943208958213657,0.055204925414991196,0.714,0.06151405974813305,0.1608829254951172,0.382,0.0804414627475586,0.16246020907840267,0.495,0.2,1.4,17.1,Fr,2.25342,122.271,2.3,2017,48211,92.8,2.14297278,0.017350119416140092,0.04731850749856389,0.04416394033199296,0.11356441799655333,0.3667,0.3889,0,0,NA,96.5561,89.7835,0.003937688465672158,93.0165,5.10123,3.81955,1.28168,6.95201,18.6471,4.44269,2.50932,0.1471,1.5294,1.6765,1.3235,0.3824,0.0294,7.5294,Combo G,75
Rui Hachimura,Gonzaga,WCC,28,8.2,108.1,26.6,56.6,56.68,11.6,19.3,3,13.2,0.10156313476959232,0.1875011718823243,0.542,0.1875011718823243,0.30468940430877695,0.615,0.03125019531372071,0.1093756835980225,0.286,3,2.6,45.3,Fr,0.477024,117.005,5,2017,48365,70.6,0.24991251,0.11718823242645268,0.14843842774017338,0.07031293945587161,0.15625097656860357,0.7895,0.45,0.03906274414215089,0.03906274414215089,1,82.6044,82.6882,0.005731145194657467,31.6286,2.62255,1.06787,1.55469,4.02376,4.5714,1.39117,2.63259,0.4286,0.9286,1.3571,0.0714,0.2143,0.1429,2.6071,Stretch 4,80
